image_id,blur,brightness,contrast,particle_density,edge_density
a--64-_jpg.rf.795308943bf5527c15d98cd657fbc407,135.11731474554506,18.384548723088272,26.890203815095152,1269.0,0.02630229781266228
a--65-_jpg.rf.908478b663706716eba40ee829dc8614,127.23131513716942,20.008980223662146,28.323395399688717,1198.0,0.023795111979916052
a--68-_jpg.rf.9b97d436283cb1e928fbdd7c8efb1377,131.62079028091392,20.021711303174335,27.794441398104482,1182.0,0.02573669256543325
a--69-_jpg.rf.83a59ec8aba194c5e90237eec3e0be07,88.37527302069343,16.278992230370026,24.500322310743844,911.0,0.0188766616721408
a--70-_jpg.rf.d1b5f63432eab4ea3a47f0d4b35ae17a,148.52394891477127,17.190777657600446,25.635217582801882,1048.0,0.02835964555404507
a--71-_jpg.rf.9929ec1667fad9e79d78994797684b2f,119.70355654545686,18.492516480281544,26.50276447961715,1111.0,0.024787401887335404
a--72-_jpg.rf.366957f4ce5e6ee91c419141b40717ea,126.86221044699747,16.646122957950062,24.54524826175218,1103.0,0.02531662317129239
a--73-_jpg.rf.5b88617a130c590705757e24b7ebb939,123.27829618582449,18.860943800007277,25.835157600635746,1125.0,0.02641475733550314
a--76-_jpg.rf.14e25c8582e7eebdbeea5a048c8995e9,131.48100572672934,20.920977339406146,26.5514739638284,1305.0,0.028068573847868726
a--77-_jpg.rf.44e4de8feea301e0f273c107deb08050,136.65187376907426,19.18828700993282,26.086978126694948,1307.0,0.027440123573169804
a--78-_jpg.rf.ded088160de7e20549b636720a625bd3,159.47707301840128,21.96345727034277,30.927795709352957,1678.0,0.031085135166423555
a--80-_jpg.rf.388b9757b423e9acd6ed3d332188adc2,155.87179605136154,18.853366012747617,29.663308026129997,1260.0,0.02944124155313216
a--81-_jpg.rf.2741d9b9c380afcd2156240db5c84cb4,182.96650359965838,20.853805927939906,31.14294186999679,1418.0,0.030833755056543986
a--84-_jpg.rf.b3bb6d47e23cfcc8e731f1556f9b8a71,172.13597499026898,19.925442643989534,30.159373074691707,1240.0,0.03152174272568807
a--86-_jpg.rf.6e77f7993005c7ecf68752a954550a66,103.00406153694249,15.798783452573504,26.337185953651765,971.0,0.028310031058674103
a--87-_jpg.rf.e99dd21bd33d8f9c6b36c8d8b908f5f8,151.73102930883687,18.141285544651392,28.177737853460098,1361.0,0.029848080415174096
a--88-_jpg.rf.d489f10154a09d0c9b5807844212306f,156.38988056265828,17.73931221078884,28.09488360541283,1270.0,0.028310031058674103
a--89-_jpg.rf.9fe5a32ab2451db00c4a9493314981c8,173.23122608214982,19.335040071974095,29.374867707843297,804.0,0.02979846591980313
a--9-_jpg.rf.21269c8afa43c46b213c4b3e204a17cd,119.05674488830451,31.008861148873255,36.23915169333951,924.0,0.026083994033030022
a--90-_jpg.rf.41def70935810ec2fe21046aa215f63f,152.38864679178837,18.136644935517694,29.16462025726721,1326.0,0.02593184291389239
a--91-_jpg.rf.ebe61a8ded93cff4279fff9b0da3cdbb,111.91897920162289,15.665059157016648,25.73845095760589,1317.0,0.021797301632978425
a--92-_jpg.rf.eb49fbf2366da6a6bd0a0d143a8a2990,90.24697082971656,19.044758890090662,29.420770626483044,1061.0,0.025326546070366586
a--94-_jpg.rf.6c185537b45fb3531ff576c96b2e2706,151.803161680015,18.31135741951702,29.17688591087496,1364.0,0.027780809774717113
a--95-_jpg.rf.6640d5cc3241615d51831e308f0da4db,151.50356360418473,17.720316474327806,28.740976892035537,1348.0,0.02763527392162894
a--96-_jpg.rf.8395670294171d6f55dd7890d1ec1513,134.30708583160356,16.71289414582031,28.309750539324234,1261.0,0.025670539904938627
a--97-_jpg.rf.14625a7505de2eb1f2b4daa5972f1eda,103.3647061834613,15.722635125078142,26.384122065411656,1322.0,0.020752089597163376
